time,AM,SINE
0.0004075,2.3613,0.498502
0.000408,2.27979,0.526455
0.0004085,2.19712,0.553593
0.000409,2.11334,0.579895
0.0004095,2.02855,0.605338
0.00041,1.94281,0.629902
0.0004105,1.85621,0.653569
0.000411,1.76883,0.676321
0.0004115,1.68075,0.698141
0.000412,1.59204,0.719014
0.0004125,1.50278,0.738925
0.000413,1.41307,0.757861
0.0004135,1.32298,0.775811
0.000414,1.2326,0.792765
0.0004145,1.142,0.808713
0.000415,1.05127,0.823646
0.0004155,0.960492,0.837559
0.000416,0.869753,0.850446
0.0004165,0.779132,0.862303
0.000417,0.688714,0.873126
0.0004175,0.598581,0.882914
0.000418,0.508815,0.891666
0.0004185,0.4195,0.899383
0.000419,0.330715,0.906067
0.0004195,0.242544,0.911722
0.00042,0.155065,0.91635
0.0004205,0.0683609,0.919958
0.000421,-0.0174906,0.922553
0.0004215,-0.10241,0.924141
0.000422,-0.186321,0.924733
0.0004225,-0.269145,0.924338
0.000423,-0.350808,0.922966
0.0004235,-0.431233,0.920631
0.000424,-0.510348,0.917346
0.0004245,-0.588081,0.913124
0.000425,-0.664359,0.907981
0.0004255,-0.739113,0.901933
0.000426,-0.812276,0.894997
0.0004265,-0.883778,0.887191
0.000427,-0.953556,0.878534
0.0004275,-1.02155,0.869046
0.000428,-1.08768,0.858746
0.0004285,-1.15191,0.847658
0.000429,-1.21417,0.835802
0.0004295,-1.2744,0.823202
0.00043,-1.33254,0.80988
0.0004305,-1.38856,0.795862
0.000431,-1.44238,0.781172
0.0004315,-1.49397,0.765835
0.000432,-1.54327,0.749876
0.0004325,-1.59025,0.733324
0.000433,-1.63485,0.716204
0.0004335,-1.67705,0.698543
0.000434,-1.71679,0.68037
0.0004345,-1.75404,0.661713
0.000435,-1.78877,0.642599
0.0004355,-1.82095,0.623057
0.000436,-1.85055,0.603117
0.0004365,-1.87753,0.582807
0.000437,-1.90189,0.562157
0.0004375,-1.92358,0.541196
0.000438,-1.9426,0.519953
0.0004385,-1.95892,0.498459
0.000439,-1.97254,0.476741
0.0004395,-1.98343,0.454831
0.00044,-1.99159,0.432756
0.0004405,-1.99701,0.410548
0.000441,-1.99969,0.388234
0.0004415,-1.99962,0.365843
0.000442,-1.99681,0.343405
0.0004425,-1.99125,0.320948
0.000443,-1.98295,0.298501
0.0004435,-1.97192,0.27609
0.000444,-1.95817,0.253743
0.0004445,-1.94171,0.231488
0.000445,-1.92256,0.209352
0.0004455,-1.90074,0.187359
0.000446,-1.87625,0.165538
0.0004465,-1.84914,0.143911
0.000447,-1.81941,0.122505
0.0004475,-1.7871,0.101344
0.000448,-1.75224,0.0804498
0.0004485,-1.71487,0.0598466
0.000449,-1.675,0.0395563
0.0004495,-1.63269,0.0196005
0.00045,-1.58796,-2.97934e-13
0.0004505,-1.54087,-0.0192251
0.000451,-1.49145,-0.0380555
0.0004515,-1.43975,-0.0564725
0.000452,-1.38582,-0.0744584
0.0004525,-1.3297,-0.0919961
0.000453,-1.27144,-0.109069
0.0004535,-1.21111,-0.125663
0.000454,-1.14876,-0.141763
0.0004545,-1.08443,-0.157355
0.000455,-1.0182,-0.172426
0.0004555,-0.950121,-0.186965
0.000456,-0.880255,-0.200961
0.0004565,-0.808668,-0.214403
0.000457,-0.735425,-0.227283
0.0004575,-0.660593,-0.239592
0.000458,-0.584241,-0.251323
0.0004585,-0.506438,-0.262469
0.000459,-0.427256,-0.273026
0.0004595,-0.346767,-0.282988
0.00046,-0.265045,-0.292352
0.0004605,-0.182165,-0.301116
0.000461,-0.0982019,-0.309277
0.0004615,-0.0132337,-0.316835
0.000462,0.0726622,-0.323789
0.0004625,0.159407,-0.330142
0.000463,0.246922,-0.335893
0.0004635,0.335126,-0.341047
0.000464,0.423939,-0.345607
0.0004645,0.513279,-0.349577
0.000465,0.603065,-0.352963
0.0004655,0.693214,-0.355771
0.000466,0.783644,-0.358007
0.0004665,0.874273,-0.35968
0.000467,0.965016,-0.360798
0.0004675,1.05579,-0.36137
0.000468,1.14652,-0.361406
0.0004685,1.23711,-0.360917
0.000469,1.32748,-0.359915
0.0004695,1.41755,-0.358412
0.00047,1.50724,-0.35642
0.0004705,1.59647,-0.353954
0.000471,1.68515,-0.351026
0.0004715,1.7732,-0.347651
0.000472,1.86055,-0.343846
0.0004725,1.94711,-0.339625
0.000473,2.0328,-0.335004
0.0004735,2.11754,-0.330001
0.000474,2.20126,-0.324632
0.0004745,2.28388,-0.318916
0.000475,2.36533,-0.312869
0.0004755,2.44553,-0.30651
0.000476,2.5244,-0.299858
0.0004765,2.60187,-0.292932
0.000477,2.67788,-0.28575
0.0004775,2.75236,-0.278333
0.000478,2.82523,-0.270699
0.0004785,2.89643,-0.262869
0.000479,2.96589,-0.254862
0.0004795,3.03355,-0.246698
0.00048,3.09935,-0.238398
0.0004805,3.16323,-0.229981
0.000481,3.22512,-0.221467
0.0004815,3.28498,-0.212877
0.000482,3.34275,-0.204231
0.0004825,3.39837,-0.195548
0.000483,3.4518,-0.186848
0.0004835,3.50298,-0.178151
0.000484,3.55187,-0.169476
0.0004845,3.59843,-0.160843
0.000485,3.6426,-0.15227
0.0004855,3.68436,-0.143777
0.000486,3.72366,-0.135381
0.0004865,3.76046,-0.127101
0.000487,3.79474,-0.118954
0.0004875,3.82645,-0.110958
0.000488,3.85558,-0.103129
0.0004885,3.8821,-0.0954852
0.000489,3.90597,-0.088041
0.0004895,3.92719,-0.0808125
0.00049,3.94573,-0.0738147
0.0004905,3.96156,-0.067062
0.000491,3.97469,-0.0605683
0.0004915,3.98509,-0.054347
0.000492,3.99276,-0.0484108
0.0004925,3.99769,-0.0427718
0.000493,3.99988,-0.0374414
0.0004935,3.99932,-0.0324306
0.000494,3.99601,-0.0277494
0.0004945,3.98996,-0.0234072
0.000495,3.98117,-0.0194129
0.0004955,3.96966,-0.0157745
0.000496,3.95542,-0.0124992
0.0004965,3.93848,-0.00959367
0.000497,3.91884,-0.00706369
0.0004975,3.89654,-0.00491433
0.000498,3.87158,-0.00314988
0.0004985,3.84399,-0.00177387
0.000499,3.8138,-0.000789044
0.0004995,3.78104,-0.000197359
0.0005,3.74572,-4.53468e-26
0.0005005,3.7079,-0.000197359
0.000501,3.66759,-0.000789044
0.0005015,3.62484,-0.00177387
0.000502,3.57969,-0.00314988
0.0005025,3.53218,-0.00491433
0.000503,3.48234,-0.00706369
0.0005035,3.43024,-0.00959367
0.000504,3.37591,-0.0124992
0.0005045,3.3194,-0.0157745
0.000505,3.26077,-0.0194129
0.0005055,3.20007,-0.0234072
0.000506,3.13736,-0.0277494
0.0005065,3.07269,-0.0324306
0.000507,3.00612,-0.0374414
0.0005075,2.93772,-0.0427718
0.000508,2.86754,-0.0484108
0.0005085,2.79565,-0.054347
0.000509,2.72212,-0.0605683
0.0005095,2.64701,-0.067062
0.00051,2.57039,-0.0738147
0.0005105,2.49233,-0.0808125
0.000511,2.41291,-0.088041
0.0005115,2.33219,-0.0954852
0.000512,2.25026,-0.103129
0.0005125,2.16718,-0.110958
0.000513,2.08303,-0.118954
0.0005135,1.99789,-0.127101
0.000514,1.91184,-0.135381
0.0005145,1.82495,-0.143777
0.000515,1.7373,-0.15227
0.0005155,1.64898,-0.160843
0.000516,1.56007,-0.169476
0.0005165,1.47064,-0.178151
0.000517,1.38079,-0.186848
0.0005175,1.29058,-0.195548
0.000518,1.20011,-0.204231
0.0005185,1.10945,-0.212877
0.000519,1.0187,-0.221467
0.0005195,0.927926,-0.229981
0.00052,0.83722,-0.238398
0.0005205,0.746662,-0.246698
0.000521,0.656337,-0.254862
0.0005215,0.566326,-0.262869
0.000522,0.476713,-0.270699
0.0005225,0.387578,-0.278333
0.000523,0.299004,-0.28575
0.0005235,0.211072,-0.292932
0.000524,0.123862,-0.299858
0.0005245,0.0374548,-0.30651
0.000525,-0.0480714,-0.312869
0.0005255,-0.132638,-0.318916
0.000526,-0.216168,-0.324632
0.0005265,-0.298584,-0.330001
0.000527,-0.379811,-0.335004
0.0005275,-0.459775,-0.339625
0.000528,-0.538402,-0.343846
0.0005285,-0.615621,-0.347651
0.000529,-0.69136,-0.351026
0.0005295,-0.765551,-0.353954
0.00053,-0.838125,-0.35642
0.0005305,-0.909017,-0.358412
0.000531,-0.97816,-0.359915
0.0005315,-1.04549,-0.360917
0.000532,-1.11095,-0.361406
0.0005325,-1.17448,-0.36137
0.000533,-1.23601,-0.360798
0.0005335,-1.2955,-0.35968
0.000534,-1.35289,-0.358007
0.0005345,-1.40812,-0.355771
0.000535,-1.46115,-0.352963
0.0005355,-1.51192,-0.349577
0.000536,-1.5604,-0.345607
0.0005365,-1.60653,-0.341047
0.000537,-1.65027,-0.335893
0.0005375,-1.69159,-0.330142
0.000538,-1.73044,-0.323789
0.0005385,-1.7668,-0.316835
0.000539,-1.80062,-0.309277
0.0005395,-1.83187,-0.301116
0.00054,-1.86053,-0.292352
0.0005405,-1.88658,-0.282988
0.000541,-1.90998,-0.273026
0.0005415,-1.93071,-0.262469
0.000542,-1.94877,-0.251323
0.0005425,-1.96412,-0.239592
0.000543,-1.97676,-0.227283
0.0005435,-1.98667,-0.214403
0.000544,-1.99385,-0.200961
0.0005445,-1.99829,-0.186965
0.000545,-1.99998,-0.172426
0.0005455,-1.99893,-0.157355
0.000546,-1.99513,-0.141763
0.0005465,-1.98859,-0.125663
0.000547,-1.97931,-0.109069
0.0005475,-1.9673,-0.0919961
0.000548,-1.95258,-0.0744584
0.0005485,-1.93515,-0.0564725
0.000549,-1.91504,-0.0380555
0.0005495,-1.89226,-0.0192251
0.00055,-1.86682,1.33105e-13
0.0005505,-1.83877,0.0196005
0.000551,-1.80811,0.0395563
0.0005515,-1.77489,0.0598466
0.000552,-1.73912,0.0804498
0.0005525,-1.70085,0.101344
0.000553,-1.6601,0.122505
0.0005535,-1.61692,0.143911
0.000554,-1.57134,0.165538
0.0005545,-1.5234,0.187359
0.000555,-1.47316,0.209352
0.0005555,-1.42065,0.231488
0.000556,-1.36593,0.253743
0.0005565,-1.30904,0.27609
0.000557,-1.25003,0.298501
0.0005575,-1.18897,0.320948
0.000558,-1.1259,0.343405
0.0005585,-1.06089,0.365843
0.000559,-0.993983,0.388234
0.0005595,-0.925255,0.410548
0.00056,-0.854764,0.432756
0.0005605,-0.782575,0.454831
0.000561,-0.708755,0.476741
0.0005615,-0.633369,0.498459
0.000562,-0.556488,0.519953
0.0005625,-0.478182,0.541196
0.000563,-0.398523,0.562157
0.0005635,-0.317583,0.582807
0.000564,-0.235436,0.603117
0.0005645,-0.152159,0.623057
0.000565,-0.0678266,0.642599
0.0005655,0.0174835,0.661713
0.000566,0.103693,0.68037
0.0005665,0.190723,0.698543
0.000567,0.278495,0.716204
0.0005675,0.366926,0.733324
0.000568,0.455938,0.749876
0.0005685,0.545447,0.765835
0.000569,0.635373,0.781172
0.0005695,0.725633,0.795862
0.00057,0.816144,0.80988
0.0005705,0.906823,0.823202
0.000571,0.997587,0.835802
0.0005715,1.08835,0.847658
0.000572,1.17904,0.858746
0.0005725,1.26956,0.869046
0.000573,1.35984,0.878534
0.0005735,1.44978,0.887191
0.000574,1.53932,0.894997
0.0005745,1.62836,0.901933
0.000575,1.71682,0.907981
0.0005755,1.80463,0.913124
0.000576,1.8917,0.917346
0.0005765,1.97796,0.920631
0.000577,2.06332,0.922966
0.0005775,2.1477,0.924338
0.000578,2.23104,0.924733
0.0005785,2.31325,0.924141
0.000579,2.39425,0.922553
0.0005795,2.47398,0.919958
0.00058,2.55236,0.91635
0.0005805,2.62932,0.911722
0.000581,2.70479,0.906067
0.0005815,2.77869,0.899383
0.000582,2.85097,0.891666
0.0005825,2.92155,0.882914
0.000583,2.99037,0.873126
0.0005835,3.05738,0.862303
0.000584,3.12249,0.850446
0.0005845,3.18567,0.837559
0.000585,3.24684,0.823646
0.0005855,3.30595,0.808713
0.000586,3.36296,0.792765
0.0005865,3.4178,0.775811
0.000587,3.47043,0.757861
0.0005875,3.52079,0.738925
0.000588,3.56885,0.719014
0.0005885,3.61455,0.698141
0.000589,3.65787,0.676321
0.0005895,3.69874,0.653569
0.00059,3.73715,0.629902
0.0005905,3.77305,0.605338
0.000591,3.80641,0.579895
0.0005915,3.8372,0.553593
0.000592,3.8654,0.526455
0.0005925,3.89097,0.498502
0.000593,3.91389,0.469759
0.0005935,3.93415,0.440249
0.000594,3.95172,0.409999
0.0005945,3.96659,0.379036
0.000595,3.97874,0.347387
0.0005955,3.98816,0.315081
0.000596,3.99485,0.282148
0.0005965,3.99879,0.248619
0.000597,3.99999,0.214526
0.0005975,3.99845,0.179901
0.000598,3.99416,0.144778
0.0005985,3.98712,0.109191
0.000599,3.97735,0.0731749
0.0005995,3.96486,0.0367657
0.0006,3.94965,6.01981e-14
0.0006005,3.93174,-0.037085
0.000601,3.91115,-0.0744516
0.0006015,3.88789,-0.112061
0.000602,3.86198,-0.149875
0.0006025,3.83346,-0.187853
0.000603,3.80234,-0.225955
0.0006035,3.76866,-0.264142
0.000604,3.73244,-0.302372
0.0006045,3.69372,-0.340604
0.000605,3.65253,-0.378797
0.0006055,3.60892,-0.416909
0.000606,3.56291,-0.454899
0.0006065,3.51456,-0.492723
0.000607,3.46391,-0.53034
0.0006075,3.411,-0.567708
0.000608,3.35588,-0.604785
0.0006085,3.29861,-0.641528
0.000609,3.23923,-0.677896
0.0006095,3.1778,-0.713846
0.00061,3.11438,-0.749337
0.0006105,3.04902,-0.784327
0.000611,2.98179,-0.818774
0.0006115,2.91274,-0.852639
0.000612,2.84194,-0.885881
0.0006125,2.76945,-0.918458
0.000613,2.69534,-0.950333
0.0006135,2.61968,-0.981465
0.000614,2.54254,-1.01182
0.0006145,2.46399,-1.04135
0.000615,2.38409,-1.07003
0.0006155,2.30293,-1.09781
0.000616,2.22058,-1.12466
0.0006165,2.1371,-1.15056
0.000617,2.05259,-1.17545
0.0006175,1.96711,-1.19932
0.000618,1.88075,-1.22212
0.0006185,1.79358,-1.24383
0.000619,1.70569,-1.26441
0.0006195,1.61715,-1.28384
0.00062,1.52804,-1.30209
0.0006205,1.43845,-1.31912
0.000621,1.34846,-1.33493
0.0006215,1.25815,-1.34947
0.000622,1.1676,-1.36273
0.0006225,1.0769,-1.37469
0.000623,0.986127,-1.38532
0.0006235,0.895368,-1.39461
0.000624,0.804706,-1.40253
0.0006245,0.714222,-1.40907
0.000625,0.624,-1.41421
0.0006255,0.534123,-1.41795
0.000626,0.444671,-1.42026
0.0006265,0.355729,-1.42114
0.000627,0.267376,-1.42058
0.0006275,0.179694,-1.41857
0.000628,0.0927626,-1.4151
0.0006285,0.00666218,-1.41017
0.000629,-0.0785287,-1.40377
0.0006295,-0.162732,-1.39591
0.00063,-0.245871,-1.38658
0.0006305,-0.327869,-1.37579
0.000631,-0.408651,-1.36353
0.0006315,-0.488144,-1.34981
0.000632,-0.566274,-1.33464
0.0006325,-0.64297,-1.31803
0.000633,-0.718162,-1.29999
0.0006335,-0.79178,-1.28052
0.000634,-0.863758,-1.25964
0.0006345,-0.93403,-1.23736
0.000635,-1.00253,-1.21371
0.0006355,-1.0692,-1.18869
0.000636,-1.13397,-1.16232
0.0006365,-1.19679,-1.13463
0.000637,-1.2576,-1.10564
0.0006375,-1.31634,-1.07538
0.000638,-1.37296,-1.04386
0.0006385,-1.42741,-1.01111
0.000639,-1.47963,-0.977162
0.0006395,-1.52958,-0.942047
0.00064,-1.57722,-0.905793
0.0006405,-1.6225,-0.868432
0.000641,-1.66538,-0.829999
0.0006415,-1.70582,-0.790528
0.000642,-1.74378,-0.750054
0.0006425,-1.77922,-0.708616
0.000643,-1.81213,-0.666252
0.0006435,-1.84245,-0.623001
0.000644,-1.87018,-0.578904
0.0006445,-1.89528,-0.534004
0.000645,-1.91772,-0.488343
0.0006455,-1.9375,-0.441965
0.000646,-1.95459,-0.394915
0.0006465,-1.96897,-0.347239
0.000647,-1.98063,-0.298984
0.0006475,-1.98956,-0.250196
0.000648,-1.99576,-0.200926
0.0006485,-1.99921,-0.151221
0.000649,-1.99992,-0.101131
0.0006495,-1.99788,-0.0507074
0.00065,-1.9931,-5.14185e-13
0.0006505,-1.98557,0.0509394
0.000651,-1.97531,0.102059
0.0006515,-1.96233,0.153306
0.000652,-1.94664,0.204629
0.0006525,-1.92824,0.255974
0.000653,-1.90717,0.307287
0.0006535,-1.88343,0.358517
0.000654,-1.85706,0.409608
0.0006545,-1.82807,0.460509
0.000655,-1.79649,0.511164
0.0006555,-1.76235,0.561521
0.000656,-1.72568,0.611525
0.0006565,-1.68651,0.661125
0.000657,-1.64488,0.710267
0.0006575,-1.60084,0.758897
0.000658,-1.55441,0.806964
0.0006585,-1.50564,0.854416
0.000659,-1.45458,0.901201
0.0006595,-1.40127,0.947268
0.00066,-1.34576,0.992567
0.0006605,-1.28811,1.03705
0.000661,-1.22836,1.08066
0.0006615,-1.16657,1.12336
0.000662,-1.10279,1.16509
0.0006625,-1.03709,1.20582
0.000663,-0.96953,1.24548
0.0006635,-0.900162,1.28405
0.000664,-0.829055,1.32147
0.0006645,-0.756272,1.35771
0.000665,-0.681882,1.39271
0.0006655,-0.605952,1.42644
0.000666,-0.528552,1.45887
0.0006665,-0.449752,1.48995
0.000667,-0.369624,1.51964
0.0006675,-0.288243,1.54791
0.000668,-0.205682,1.57473
0.0006685,-0.122017,1.60006
0.000669,-0.0373254,1.62388
0.0006695,0.0483164,1.64614
0.00067,0.13483,1.66683
0.0006705,0.222135,1.68592
0.000671,0.310152,1.70338
0.0006715,0.398802,1.71919
0.000672,0.488001,1.73333
0.0006725,0.57767,1.74577
0.000673,0.667725,1.7565
0.0006735,0.758084,1.76551
0.000674,0.848665,1.77277
0.0006745,0.939384,1.77827
0.000675,1.03016,1.78201
0.0006755,1.12091,1.78398
0.000676,1.21154,1.78416
0.0006765,1.30199,1.78255
0.000677,1.39215,1.77914
0.0006775,1.48196,1.77394
0.000678,1.57132,1.76695
0.0006785,1.66017,1.75816
0.000679,1.74841,1.74758
0.0006795,1.83596,1.73522
0.00068,1.92275,1.72108
0.0006805,2.00869,1.70518
0.000681,2.09371,1.68752
0.0006815,2.17773,1.66811
0.000682,2.26067,1.64698
0.0006825,2.34245,1.62413
0.000683,2.42301,1.5996
0.0006835,2.50226,1.57339
0.000684,2.58014,1.54553
0.0006845,2.65657,1.51604
0.000685,2.73149,1.48496
0.0006855,2.80482,1.4523
0.000686,2.87649,1.4181
0.0006865,2.94645,1.38239
0.000687,3.01463,1.3452
0.0006875,3.08096,1.30656
0.000688,3.14539,1.26652
0.0006885,3.20785,1.2251
0.000689,3.26829,1.18235
0.0006895,3.32665,1.13831
0.00069,3.38289,1.09302
0.0006905,3.43694,1.04652
0.000691,3.48876,0.998857
0.0006915,3.5383,0.95008
0.000692,3.58552,0.900233
0.0006925,3.63037,0.849365
0.000693,3.67281,0.797527
0.0006935,3.71281,0.744769
0.000694,3.75032,0.691142
0.0006945,3.78531,0.6367
0.000695,3.81776,0.581496
0.0006955,3.84762,0.525586
0.000696,3.87488,0.469024
0.0006965,3.8995,0.411868
0.000697,3.92147,0.354174
0.0006975,3.94076,0.296001
0.000698,3.95737,0.237406
0.0006985,3.97126,0.178449
0.000699,3.98243,0.119188
0.0006995,3.99088,0.0596855
0.0007,3.99658,1.098e-12
0.0007005,3.99954,-0.0598075
0.000701,3.99976,-0.119676
0.0007015,3.99722,-0.179545
0.000702,3.99195,-0.239353
0.0007025,3.98393,-0.299038
0.000703,3.97318,-0.35854
0.0007035,3.95971,-0.417797
0.000704,3.94353,-0.476749
0.0007045,3.92466,-0.535335
0.000705,3.90311,-0.593494
0.0007055,3.8789,-0.651166
0.000706,3.85205,-0.708292
0.0007065,3.82259,-0.764812
0.000707,3.79055,-0.820667
0.0007075,3.75595,-0.8758
0.000708,3.71883,-0.930152
0.0007085,3.67922,-0.983668
0.000709,3.63716,-1.03629
0.0007095,3.59268,-1.08797
0.00071,3.54583,-1.13864
0.0007105,3.49665,-1.18825
0.000711,3.44518,-1.23676
0.0007115,3.39147,-1.28411
0.000712,3.33558,-1.33026
0.0007125,3.27754,-1.37514
0.000713,3.21742,-1.41872
0.0007135,3.15527,-1.46094
0.000714,3.09115,-1.50177
0.0007145,3.02511,-1.54116
0.000715,2.95722,-1.57907
0.0007155,2.88753,-1.61545
0.000716,2.81612,-1.65027
0.0007165,2.74304,-1.68349
0.000717,2.66837,-1.71507
0.0007175,2.59217,-1.74499
0.000718,2.51452,-1.7732
0.0007185,2.43547,-1.79968
0.000719,2.35511,-1.82439
0.0007195,2.27352,-1.84731
0.00072,2.19075,-1.86842
0.0007205,2.1069,-1.88769
0.000721,2.02203,-1.9051
0.0007215,1.93622,-1.92062
0.000722,1.84956,-1.93425
0.0007225,1.76212,-1.94596
0.000723,1.67399,-1.95574
0.0007235,1.58523,-1.96359
0.000724,1.49594,-1.96948
0.0007245,1.4062,-1.97341
0.000725,1.31608,-1.97538
0.0007255,1.22568,-1.97537
0.000726,1.13507,-1.9734
0.0007265,1.04433,-1.96946
0.000727,0.953557,-1.96355
0.0007275,0.862823,-1.95567
0.000728,0.772215,-1.94584
0.0007285,0.681816,-1.93405
0.000729,0.591708,-1.92033
0.0007295,0.501974,-1.90468
0.00073,0.412696,-1.88711
0.0007305,0.323955,-1.86766
0.000731,0.235834,-1.84632
0.0007315,0.148412,-1.82312
0.000732,0.0617697,-1.79809
0.0007325,-0.0240133,-1.77125
0.000733,-0.108859,-1.74262
0.0007335,-0.192689,-1.71224
0.000734,-0.275427,-1.68013
0.0007345,-0.356998,-1.64632
0.000735,-0.437326,-1.61085
0.0007355,-0.516338,-1.57376
0.000736,-0.593962,-1.53507
0.0007365,-0.670126,-1.49483
0.000737,-0.744761,-1.45308
0.0007375,-0.817799,-1.40985
0.000738,-0.889172,-1.3652
0.0007385,-0.958815,-1.31917
0.000739,-1.02667,-1.2718
0.0007395,-1.09266,-1.22315
0.00074,-1.15674,-1.17325
0.0007405,-1.21884,-1.12216
0.000741,-1.27891,-1.06994
0.0007415,-1.3369,-1.01663
0.000742,-1.39275,-0.96229
0.0007425,-1.4464,-0.906973
0.000743,-1.49782,-0.850735
0.0007435,-1.54695,-0.793633
0.000744,-1.59374,-0.735726
0.0007445,-1.63816,-0.677071
0.000745,-1.68017,-0.617729
0.0007455,-1.71972,-0.557759
0.000746,-1.75679,-0.497223
0.0007465,-1.79132,-0.436181
0.000747,-1.82331,-0.374696
0.0007475,-1.8527,-0.31283
0.000748,-1.87949,-0.250647
0.0007485,-1.90364,-0.188208
0.000749,-1.92513,-0.125579
0.0007495,-1.94394,-0.0628212
0.00075,-1.96006,-1.68766e-12
0.0007505,-1.97346,0.0628212
0.000751,-1.98415,0.125579
0.0007515,-1.9921,0.188208
0.000752,-1.99731,0.250647
0.0007525,-1.99978,0.31283
0.000753,-1.9995,0.374696
0.0007535,-1.99648,0.436181
0.000754,-1.99071,0.497223
0.0007545,-1.9822,0.557759
0.000755,-1.97097,0.617729
0.0007555,-1.95701,0.677071
0.000756,-1.94035,0.735726
0.0007565,-1.92099,0.793633
0.000757,-1.89896,0.850735
0.0007575,-1.87427,0.906973
0.000758,-1.84696,0.96229
0.0007585,-1.81703,1.01663
0.000759,-1.78453,1.06994
0.0007595,-1.74948,1.12216
0.00076,-1.71191,1.17325
0.0007605,-1.67185,1.22315
0.000761,-1.62936,1.2718
0.0007615,-1.58445,1.31917
0.000762,-1.53718,1.3652
0.0007625,-1.48758,1.40985
0.000763,-1.43571,1.45308
0.0007635,-1.3816,1.49483
0.000764,-1.32532,1.53507
0.0007645,-1.26691,1.57376
0.000765,-1.20642,1.61085
0.0007655,-1.14391,1.64632
0.000766,-1.07944,1.68013
0.0007665,-1.01306,1.71224
0.000767,-0.944845,1.74262
0.0007675,-0.874845,1.77125
0.000768,-0.803129,1.79809
0.0007685,-0.729762,1.82312
0.000769,-0.654812,1.84632
0.0007695,-0.578346,1.86766
0.00077,-0.500435,1.88711
0.0007705,-0.421151,1.90468
0.000771,-0.340565,1.92033
0.0007715,-0.258752,1.93405
0.000772,-0.175786,1.94584
0.0007725,-0.0917438,1.95567
0.000773,-0.00670196,1.96355
0.0007735,0.0792616,1.96946
0.000774,0.166068,1.9734
0.0007745,0.253638,1.97537
0.000775,0.341892,1.97538
0.0007755,0.430748,1.97341
0.000776,0.520125,1.96948
0.0007765,0.609941,1.96359
0.000777,0.700115,1.95574
0.0007775,0.790563,1.94596
0.000778,0.881203,1.93425
0.0007785,0.971952,1.92062
0.000779,1.06273,1.9051
0.0007795,1.15344,1.88769
0.00078,1.24402,1.86842
0.0007805,1.33437,1.84731
0.000781,1.42442,1.82439
0.0007815,1.51408,1.79968
0.000782,1.60327,1.7732
0.0007825,1.6919,1.74499
0.000783,1.7799,1.71507
0.0007835,1.86719,1.68349
0.000784,1.95369,1.65027
0.0007845,2.03931,1.61545
0.000785,2.12398,1.57907
0.0007855,2.20762,1.54116
0.000786,2.29015,1.50177
0.0007865,2.3715,1.46094
0.000787,2.4516,1.41872
0.0007875,2.53037,1.37514
0.000788,2.60774,1.33026
0.0007885,2.68363,1.28411
0.000789,2.75798,1.23676
0.0007895,2.83073,1.18825
0.00079,2.9018,1.13864
0.0007905,2.97112,1.08797
0.000791,3.03864,1.03629
0.0007915,3.1043,0.983668
0.000792,3.16803,0.930152
0.0007925,3.22977,0.8758
0.000793,3.28947,0.820667
0.0007935,3.34708,0.764812
0.000794,3.40254,0.708292
0.0007945,3.45579,0.651166
0.000795,3.5068,0.593494
0.0007955,3.55551,0.535335
0.000796,3.60189,0.476749
0.0007965,3.64588,0.417797
0.000797,3.68745,0.35854
0.0007975,3.72656,0.299038
0.000798,3.76317,0.239353
0.0007985,3.79725,0.179545
0.000799,3.82877,0.119676
0.0007995,3.8577,0.0598075
0.0008,3.88402,2.11212e-12
0.0008005,3.90769,-0.0596855
0.000801,3.9287,-0.119188
0.0008015,3.94703,-0.178449
0.000802,3.96266,-0.237406
0.0008025,3.97558,-0.296001
0.000803,3.98578,-0.354174
0.0008035,3.99324,-0.411868
0.000804,3.99796,-0.469024
0.0008045,3.99993,-0.525586
0.000805,3.99916,-0.581496
0.0008055,3.99565,-0.6367
0.000806,3.98939,-0.691142
0.0008065,3.98039,-0.744769
0.000807,3.96866,-0.797527
0.0008075,3.95422,-0.849365
0.000808,3.93707,-0.900233
0.0008085,3.91723,-0.95008
0.000809,3.89472,-0.998857
0.0008095,3.86957,-1.04652
0.00081,3.84178,-1.09302
0.0008105,3.81139,-1.13831
0.000811,3.77843,-1.18235
0.0008115,3.74292,-1.2251
0.000812,3.7049,-1.26652
0.0008125,3.66441,-1.30656
0.000813,3.62148,-1.3452
0.0008135,3.57614,-1.38239
0.000814,3.52845,-1.4181
0.0008145,3.47844,-1.4523
0.000815,3.42616,-1.48496
0.0008155,3.37167,-1.51604
0.000816,3.315,-1.54553
0.0008165,3.25621,-1.57339
0.000817,3.19535,-1.5996
0.0008175,3.13249,-1.62413
0.000818,3.06767,-1.64698
0.0008185,3.00096,-1.66811
0.000819,2.93242,-1.68752
0.0008195,2.8621,-1.70518
0.00082,2.79009,-1.72108
0.0008205,2.71643,-1.73522
0.000821,2.6412,-1.74758
0.0008215,2.56447,-1.75816
0.000822,2.48631,-1.76695
0.0008225,2.40679,-1.77394
0.000823,2.32598,-1.77914
0.0008235,2.24395,-1.78255
0.000824,2.16079,-1.78416
0.0008245,2.07656,-1.78398
0.000825,1.99135,-1.78201
0.0008255,1.90522,-1.77827
0.000826,1.81828,-1.77277
0.0008265,1.73058,-1.76551
0.000827,1.64221,-1.7565
0.0008275,1.55325,-1.74577
0.000828,1.46379,-1.73333
0.0008285,1.37391,-1.71919
0.000829,1.28368,-1.70338
0.0008295,1.19319,-1.68592
